5.0000	-4.2062e-03	1.0959e-03	2.6107e-01
5.5000	-9.7861e-03	3.1971e-03	3.0592e-01
6.0000	-1.8466e-02	8.6462e-03	3.8336e-01
6.5000	-2.8769e-02	2.0906e-02	4.8324e-01
7.0000	-3.8759e-02	4.3675e-02	5.7247e-01
7.5000	-4.7301e-02	7.8280e-02	6.6091e-01
8.0000	-5.4209e-02	1.2316e-01	7.1934e-01
8.5000	-5.9744e-02	1.7560e-01	7.6145e-01
9.0000	-6.4225e-02	2.3308e-01	7.9222e-01
