5.0000	-1.0511e-02	1.2858e-04	4.9532e-02
5.5000	-2.0848e-02	3.9253e-04	7.2819e-02
6.0000	-3.4513e-02	1.1722e-03	1.1892e-01
6.5000	-4.9897e-02	3.3810e-03	1.9891e-01
7.0000	-6.5449e-02	9.1502e-03	3.1498e-01
7.5000	-7.9772e-02	2.2188e-02	4.4787e-01
8.0000	-9.1841e-02	4.6242e-02	5.6690e-01
8.5000	-1.0139e-01	8.2331e-02	6.5661e-01
9.0000	-1.0880e-01	1.2858e-01	7.1959e-01
