% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 29 2023, 10:40
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.1379923878027937+7.431793268460448E-5j
0.012638482029342977                              0.1379928015278673+9.392154661842755E-5j
0.01597312280060254                               0.13799346111502658+1.1869240469819143E-4j
0.02018760254679039                               0.13799451554008066+1.4998865256532807E-4j
0.025514065200312887                              0.13799619867047255+1.8952145922957524E-4j
0.03224590545296395                               0.1379988858165282+2.394427729491219E-4j
0.040753929658717776                              0.13800317398243153+3.0245075647756164E-4j
0.05150678076168125                               0.1380100126678479+3.819121060860175E-4j
0.0650967523045817                                0.13802090960596397+4.819948509164517E-4j
0.0822724134170047                                0.13803824688240285+6.077929932053868E-4j
0.103979841848149                                 0.13806576794509953+7.653997513878107E-4j
0.13141473626117567                               0.1381092940148748+9.618383390091319E-4j
0.1660882782627716                                0.1381777344913291+0.0012046747042462466j
0.20991037201085547                               0.13828438114628186+0.00150100189071997j
0.26529484644318974                               0.13844825402563116+0.0018553204113124786j
0.3352924149249558                                0.13869477966859659+0.0022657704193988003j
0.4237587160604063                                0.13905424974719383+0.0027185746159927205j
0.5355666917706899                                0.13955579887559033+0.003182060224190729j
0.6768750009458534                                0.14021561558594667+0.003604391348524004j
0.8554672535565685                                0.1410226730626882+0.003920818584154292j
1.0811807510766078                                0.14193128683466635+0.004071854741366375j
1.3664483492953259                                0.14286844136566143+0.004023655897340352j
1.726983290659436                                 0.14375215823445814+0.003778527135932908j
2.182644728397487                                 0.14451012080961198+0.0033732092118540823j
2.7585316176291843                                0.14509357599659026+0.0028700525536389746j
3.4863652276780877                                0.14548611449879373+0.002343684819097063j
4.406236427773573                                 0.14570547777617088+0.0018648314175361827j
5.568813990945273                                 0.14579731765852813+0.0014850309745031583j
7.038135554931562                                 0.14582189669847026+0.001225992196915788j
8.895134973108236                                 0.14583626825301976+0.0010774400466010807j
11.242100350620873                                0.14587797175614345+0.0010060306227110312j
14.208308325339223                                0.14595786473109093+9.722966907657658E-4j
17.957144943716408                                0.1460654474909597+9.473547651137148E-4j
22.695105366946706                                0.14618307935143138+9.206976543151616E-4j
28.683168133420118                                0.14629960466591574+8.955282118914507E-4j
36.251170499885355                                0.14641424267895925+8.773450267071019E-4j
45.81597669054491                                 0.14653074899301108+8.666226237173638E-4j
57.90443980602489                                 0.14665088320859213+8.602015158147468E-4j
73.18242219076181                                 0.14677387671978936+8.556816191385433E-4j
92.49147277217335                                 0.1468991456781895+8.522588848671422E-4j
116.89518164985776                                0.14702695685303377+8.489746187608599E-4j
147.73776525985127                                0.14715723830983637+8.442359256672541E-4j
186.71810912919207                                0.14728924178528813+8.366654627900407E-4j
235.98334667821936                                0.14742223322185943+8.253526970929543E-4j
298.2471286216894                                 0.14755576988690464+8.091855408706548E-4j
376.93909753883634                                0.14768903295584343+7.863318865516669E-4j
476.39380104013406                                0.14781988617145742+7.546861552608072E-4j
602.0894493336137                                 0.14794466133375342+7.130500410775741E-4j
760.9496685459883                                 0.14805894527247512+6.62166868533146E-4j
961.7248711152964                                 0.148158859562115+6.04920094783421E-4j
1215.4742500762884                                0.14824207747775964+5.457340470170917E-4j
1536.1749466718297                                0.14830828047292022+4.896497386484387E-4j
1941.4919457438816                                0.1483591225768047+4.413860648681878E-4j
2453.751106639822                                 0.14839776380516573+4.0453264699242175E-4j
3101.168926574782                                 0.1484280176830083+3.8109433059131415E-4j
3919.406774847221                                 0.14845337175293058+3.715832560226929E-4j
4953.53520895918                                  0.14847621392443897+3.7564704463036115E-4j
6260.516572014828                                 0.14849755883145535+3.9300517553192177E-4j
7912.342618981326                                 0.1485172993358203+4.2433476938777854E-4j
10000                                             0.1485348389247577+4.717837680771989E-4j
