% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 29 2023, 10:35
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.12493527538075995+6.19490773323136E-5j
0.012638482029342977                              0.124935566520361+7.82913086250006E-5j
0.01597312280060254                               0.12493603163673789+9.894243289365701E-5j
0.02018760254679039                               0.12493677429438069+1.2503631329129243E-4j
0.025514065200312887                              0.12493796058122475+1.5800289868970742E-4j
0.03224590545296395                               0.12493985443023532+1.9964320531396616E-4j
0.040753929658717776                              0.12494287767135172+2.522209144160401E-4j
0.05150678076168125                               0.12494770159425231+3.185717415840518E-4j
0.0650967523045817                                0.12495539426637317+4.022288864755534E-4j
0.0822724134170047                                0.12496764942036533+5.075561051954981E-4j
0.103979841848149                                 0.12498714308325978+6.398655524749253E-4j
0.13141473626117567                               0.1250180729965777+8.054684442460108E-4j
0.1660882782627716                                0.12506695700903406+0.001011551394592941j
0.20991037201085547                               0.12514373974244444+0.0012656735368765668j
0.26529484644318974                               0.12526318174885712+0.0015745281824620149j
0.3352924149249558                                0.12544623072557634+0.0019414349144240071j
0.4237587160604063                                0.12572048757112142+0.002361985173819803j
0.5355666917706899                                0.12611794335899706+0.0028178029504927686j
0.6768750009458534                                0.1266674459201599+0.003270214195431471j
0.8554672535565685                                0.1273807038044432+0.0036587925504463128j
1.0811807510766078                                0.1282360941876266+0.003911444042473299j
1.3664483492953259                                0.12917148706244558+0.003967370515496385j
1.726983290659436                                 0.13009596828694767+0.003802304298418547j
2.182644728397487                                 0.1309169051061104+0.0034398205607340804j
2.7585316176291843                                0.13156677289744756+0.0029423069923171603j
3.4863652276780877                                0.13201651226892358+0.0023896276084904864j
4.406236427773573                                 0.13227402734686203+0.0018585235364214805j
5.568813990945273                                 0.13237533651586994+0.0014095342629906183j
7.038135554931562                                 0.13237462978660983+0.0010794808683174248j
8.895134973108236                                 0.1323327415319479+8.7656392202349E-4j
11.242100350620873                                0.1323024601907561+7.806948058242805E-4j
14.208308325339223                                0.13231498228315208+7.529507688533722E-4j
17.957144943716408                                0.13237482494621353+7.519906591262544E-4j
22.695105366946706                                0.13246647239966108+7.496167787126961E-4j
28.683168133420118                                0.13256904814170084+7.371735708924298E-4j
36.251170499885355                                0.13266949780118048+7.198056000935724E-4j
45.81597669054491                                 0.13276577206120696+7.048831478291505E-4j
57.90443980602489                                 0.1328609997130974+6.950066996385285E-4j
73.18242219076181                                 0.1329574473354812+6.890450418479146E-4j
92.49147277217335                                 0.13305570744343212+6.855614240863147E-4j
116.89518164985776                                0.13315621017298598+6.834738834724132E-4j
147.73776525985127                                0.13325924857784424+6.813012801515487E-4j
186.71810912919207                                0.13336435670164665+6.774959341990643E-4j
235.98334667821936                                0.13347065795587765+6.710856330199843E-4j
298.2471286216894                                 0.13357750971553317+6.614726145351053E-4j
376.93909753883634                                0.13368449799039353+6.477957474852486E-4j
476.39380104013406                                0.13379080494164589+6.28652843770922E-4j
602.0894493336137                                 0.1338945380524278+6.025695867854757E-4j
760.9496685459883                                 0.1339926876636907+5.689467470877982E-4j
961.7248711152964                                 0.13408185716439092+5.28762322487362E-4j
1215.4742500762884                                0.1341592171450693+4.845692946058561E-4j
1536.1749466718297                                0.13422314589473996+4.3998300641255177E-4j
1941.4919457438816                                0.13427347204669782+3.9905915856852013E-4j
2453.751106639822                                 0.13431144775347206+3.656924392037413E-4j
3101.168926574782                                 0.13433945462433652+3.4306210958584375E-4j
3919.406774847221                                 0.13436041240795252+3.33294110099883E-4j
4953.53520895918                                  0.13437705744965214+3.3752036991987913E-4j
6260.516572014828                                 0.1343913612434929+3.5635282936216363E-4j
7912.342618981326                                 0.13440429814291777+3.906030797795352E-4j
10000                                             0.13441601135395032+4.419852133448452E-4j
