% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 29 2023, 11:18
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.3615177341817185+2.2850884500109743E-4j
0.012638482029342977                              0.361519156868293+2.887747927535916E-4j
0.01597312280060254                               0.3615214296419701+3.649156415468689E-4j
0.02018760254679039                               0.36152505718804523+4.6109335268020246E-4j
0.025514065200312887                              0.3615308481103815+5.825409978898766E-4j
0.03224590545296395                               0.36154007810858263+7.358181265167631E-4j
0.040753929658717776                              0.36155479496568177+9.29106167988495E-4j
0.05150678076168125                               0.36157821508280236+0.0011725278427087398j
0.0650967523045817                                0.3616154055734951+0.001478445385286907j
0.0822724134170047                                0.3616742709323995+0.0018616357174702106j
0.103979841848149                                 0.3617669332478103+0.0023391379236307784j
0.13141473626117567                               0.36191159268890405+0.002929407002133124j
0.1660882782627716                                0.3621345508454318+0.003650211080757834j
0.20991037201085547                               0.3624716570954056+0.0045146433432352254j
0.26529484644318974                               0.36296742004742644+0.005525148101074516j
0.3352924149249558                                0.3636694222657879+0.006667323571031535j
0.4237587160604063                                0.3646174345186798+0.007908418967780401j
0.5355666917706899                                0.3658328031317568+0.00920637063591487j
0.6768750009458534                                0.3673208546851661+0.010527068237866177j
0.8554672535565685                                0.36909258718760163+0.011851860010669653j
1.0811807510766078                                0.3711880629997009+0.013155414198083085j
1.3664483492953259                                0.37366750672361393+0.014361383584980039j
1.726983290659436                                 0.3765557582429274+0.015316319899702596j
2.182644728397487                                 0.37977046945782994+0.01582422369575855j
2.7585316176291843                                0.38309780326814213+0.01574165736536005j
3.4863652276780877                                0.386258196720817+0.01506914808361035j
4.406236427773573                                 0.38902404486760184+0.013959773505567579j
5.568813990945273                                 0.3912987238437971+0.01263971473065516j
7.038135554931562                                 0.39311197939225667+0.011311684079675796j
8.895134973108236                                 0.3945632424550476+0.010102869959723012j
11.242100350620873                                0.3957639803456543+0.009063716552810954j
14.208308325339223                                0.3968044154121532+0.008192392737252672j
17.957144943716408                                0.3977435533417664+0.007462001878837863j
22.695105366946706                                0.3986129815179015+0.006840818027996882j
28.683168133420118                                0.3994270527940096+0.006303180640040863j
36.251170499885355                                0.40019276411171123+0.005831227496618383j
45.81597669054491                                 0.4009145087893069+0.0054119104633903545j
57.90443980602489                                 0.4015943841987686+0.005035460504224624j
73.18242219076181                                 0.40223337472721066+0.004696311142594224j
92.49147277217335                                 0.4028344921301825+0.00439246388619054j
116.89518164985776                                0.4034043915711108+0.004121638317248269j
147.73776525985127                                0.40395083325990755+0.0038777442537442208j
186.71810912919207                                0.4044784404027713+0.0036511332917763166j
235.98334667821936                                0.4049867312231898+0.0034318270375799775j
298.2471286216894                                 0.405470986438727+0.0032126647768256677j
376.93909753883634                                0.405924616309106+0.0029906766852633056j
476.39380104013406                                0.4063411197332013+0.0027671322656323983j
602.0894493336137                                 0.40671583143708406+0.002546998980613577j
760.9496685459883                                 0.40704738863849116+0.0023377576909333576j
961.7248711152964                                 0.4073386170996742+0.002147512977294417j
1215.4742500762884                                0.4075962791114118+0.0019828736726171248j
1536.1749466718297                                0.40782990815271863+0.0018471519797819327j
1941.4919457438816                                0.4080497337081785+0.0017393124048381426j
2453.751106639822                                 0.4082642682656591+0.0016541164101268296j
3101.168926574782                                 0.40847826535055504+0.0015835986864184038j
3919.406774847221                                 0.40869171629674433+0.001519502301170193j
4953.53520895918                                  0.4089003943032496+0.0014558648026818182j
6260.516572014828                                 0.4090977045111938+0.0013908075535646925j
7912.342618981326                                 0.4092770627962457+0.0013269958702770556j
10000                                             0.4094338831715959+0.0012707244150841055j
