% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 29 2023, 10:50
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.1650046380855242+9.273837013229206E-5j
0.012638482029342977                              0.16500523972872652+1.1719815342521612E-4j
0.01597312280060254                               0.16500619968884092+1.4810236955800093E-4j
0.02018760254679039                               0.16500773271298483+1.8714197517667256E-4j
0.025514065200312887                              0.16501017973899385+2.3644452506738816E-4j
0.03224590545296395                               0.1650140855706068+2.9867969697786934E-4j
0.040753929658717776                              0.16502031446756993+3.771828880846932E-4j
0.05150678076168125                               0.1650302394993448+4.760919855397161E-4j
0.0650967523045817                                0.1650460326926948+6.004817741671251E-4j
0.0822724134170047                                0.16507110607627615+7.5645854770382E-4j
0.103979841848149                                 0.16511076979048206+9.511356692288425E-4j
0.13141473626117567                               0.16517315961332782+0.001192335359565556j
0.1660882782627716                                0.16527043452155724+0.0014877432932249603j
0.20991037201085547                               0.16542004800248575+0.0018430957836846472j
0.26529484644318974                               0.16564547944327127+0.0022589204874902766j
0.3352924149249558                                0.16597507216589347+0.0027257099416240905j
0.4237587160604063                                0.16643707799437404+0.0032187366684137612j
0.5355666917706899                                0.16704994502663764+0.003696085777866761j
0.6768750009458534                                0.167811043589307+0.004104648435397161j
0.8554672535565685                                0.1686919874137149+0.0043942283289108534j
1.0811807510766078                                0.16964577330987196+0.004530617184074504j
1.3664483492953259                                0.17061823284456243+0.0044980438445977565j
1.726983290659436                                 0.17155197374585926+0.004296055711215842j
2.182644728397487                                 0.1723864060986868+0.00394353631339763j
2.7585316176291843                                0.1730680804322437+0.003487126482258844j
3.4863652276780877                                0.1735710929989472+0.002997343108486559j
4.406236427773573                                 0.17390996205058304+0.002546983043249482j
5.568813990945273                                 0.17413252942905588+0.0021855365823302514j
7.038135554931562                                 0.17429759971868294+0.0019262025611342412j
8.895134973108236                                 0.17445160788143982+0.0017511300353875963j
11.242100350620873                                0.1746162605302054+0.0016288920901065217j
14.208308325339223                                0.17479093447929073+0.0015331609330681247j
17.957144943716408                                0.17496564488009425+0.0014526972861386113j
22.695105366946706                                0.1751346975508428+0.001388490813377218j
28.683168133420118                                0.1753012569983809+0.0013432063656834419j
36.251170499885355                                0.17547182981729476+0.0013138281674345274j
45.81597669054491                                 0.17564920681620497+0.001293177916317716j
57.90443980602489                                 0.17583155631492697+0.001275460452269034j
73.18242219076181                                 0.17601611740400971+0.0012584034589042824j
92.49147277217335                                 0.17620160420854025+0.0012414202438527308j
116.89518164985776                                0.17638781415421315+0.0012237526839144284j
147.73776525985127                                0.17657469969202608+0.0012041900833158487j
186.71810912919207                                0.1767621698637804+0.0011812344023172958j
235.98334667821936                                0.17695001086268877+0.0011528049088717182j
298.2471286216894                                 0.17713711508212177+0.0011159759916980008j
376.93909753883634                                0.17732048925850213+0.0010676982023157798j
476.39380104013406                                0.1774951571399202+0.0010063260353143735j
602.0894493336137                                 0.1776553008970454+9.328227936035386E-4j
760.9496685459883                                 0.17779584269113116+8.509335846407826E-4j
961.7248711152964                                 0.1779137600702782+7.664838690824675E-4j
1215.4742500762884                                0.17800885156742022+6.86186043346047E-4j
1536.1749466718297                                0.17808383597625432+6.161858363734608E-4j
1941.4919457438816                                0.17814361725428066+5.607103796333825E-4j
2453.751106639822                                 0.17819388801925354+5.213406343465509E-4j
3101.168926574782                                 0.17823954301514625+4.97223535398578E-4j
3919.406774847221                                 0.1782835302362302+4.8613549913068487E-4j
4953.53520895918                                  0.17832653342466404+4.8595764789594406E-4j
6260.516572014828                                 0.17836751419111826+4.959737477946171E-4j
7912.342618981326                                 0.17840478548039893+5.175210152671462E-4j
10000                                             0.17843703264083055+5.538748700915967E-4j
