% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 29 2023, 10:43
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.14592891927151183+8.056071472049835E-5j
0.012638482029342977                              0.14592939847810585+1.018101626685386E-4j
0.01597312280060254                               0.14593016352139954+1.2865976962368213E-4j
0.02018760254679039                               0.14593138527442404+1.6258054321676037E-4j
0.025514065200312887                              0.14593333595196561+2.0542491665114445E-4j
0.03224590545296395                               0.14593644938321546+2.595205896789614E-4j
0.040753929658717776                              0.14594141646613687+3.277822685242099E-4j
0.05150678076168125                               0.14594933684694947+4.138391594359034E-4j
0.0650967523045817                                0.14596195046780908+5.22168761112341E-4j
0.0822724134170047                                0.14598200535731964+6.58212219170428E-4j
0.103979841848149                                 0.14601380181645365+8.284154614146519E-4j
0.13141473626117567                               0.14606399727658764+0.0010400831585582332j
0.1660882782627716                                0.14614269690387055+0.00130083301718738j
0.20991037201085547                               0.14626478048249922+0.0016172923210766963j
0.26529484644318974                               0.1464510980503138+0.001992531548281909j
0.3352924149249558                                0.14672857170650538+0.0024217794363311936j
0.4237587160604063                                0.14712741164320206+0.0028866857105537993j
0.5355666917706899                                0.1476733509397571+0.0033503638003162762j
0.6768750009458534                                0.14837501899379893+0.003758101614758016j
0.8554672535565685                                0.14921209081076678+0.00404835812969484j
1.0811807510766078                                0.15013373079278902+0.004171345236900366j
1.3664483492953259                                0.15107015704156934+0.004103823983559166j
1.726983290659436                                 0.1519482265270787+0.003852724765126863j
2.182644728397487                                 0.15270311699968792+0.0034525602901340734j
2.7585316176291843                                0.15328885637161216+0.0029614392491049205j
3.4863652276780877                                0.15368939986332783+0.0024516870411087806j
4.406236427773573                                 0.15392386156404925+0.0019929875249461333j
5.568813990945273                                 0.15404036439923213+0.00163405303722599j
7.038135554931562                                 0.1540996446251582+0.001391004126456369j
8.895134973108236                                 0.1541547472496369+0.0012479550920384593j
11.242100350620873                                0.154235819515454+0.0011698246960319349j
14.208308325339223                                0.15434686599995634+0.001120879415730943j
17.957144943716408                                0.15447499928189973+0.0010794447066748893j
22.695105366946706                                0.15460573216330883+0.001041234209907802j
28.683168133420118                                0.1547336551868321+0.001011067727222675j
36.251170499885355                                0.154861891786634+9.918377354717436E-4j
45.81597669054491                                 0.15499450770475312+9.80726827222204E-4j
57.90443980602489                                 0.1551318302779956+9.731849675871557E-4j
73.18242219076181                                 0.1552721564039787+9.668848396548685E-4j
92.49147277217335                                 0.15541467762072747+9.611704824755002E-4j
116.89518164985776                                0.15555949831071314+9.550590178339332E-4j
147.73776525985127                                0.15570639727291355+9.470414163344153E-4j
186.71810912919207                                0.15585469864023996+9.35824762860836E-4j
235.98334667821936                                0.15600385939745834+9.203057715404081E-4j
298.2471286216894                                 0.15615339953206434+8.98857965502362E-4j
376.93909753883634                                0.15630195755446094+8.691286973636583E-4j
476.39380104013406                                0.15644647843515144+8.289318418860626E-4j
602.0894493336137                                 0.15658241816159083+7.776060322506544E-4j
760.9496685459883                                 0.1567049306963115+7.168463427443613E-4j
961.7248711152964                                 0.1568102341168446+6.505676798470593E-4j
1215.4742500762884                                0.15689655898740246+5.840662436566656E-4j
1536.1749466718297                                0.156964501277514+5.229206268938401E-4j
1941.4919457438816                                0.15701679507381958+4.718898020241745E-4j
2453.751106639822                                 0.15705754519756168+4.3406661265087484E-4j
3101.168926574782                                 0.15709109392742518+4.1058951473529133E-4j
3919.406774847221                                 0.15712091844730386+4.010414492786551E-4j
4953.53520895918                                  0.1571489567761839+4.043862527686354E-4j
6260.516572014828                                 0.15717556556654402+4.2008070398429987E-4j
7912.342618981326                                 0.157200084990438+4.4893790011650873E-4j
10000                                             0.1572216245609787+4.934512233572774E-4j
