% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 28 2023, 16:20
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.10369551236093183+3.489686804392844E-5j
0.012638482029342977                              0.1036956242307668+4.4103601790060154E-5j
0.01597312280060254                               0.10369580296999564+5.5738759765301895E-5j
0.02018760254679039                               0.1036960885119523+7.044230738493578E-5j
0.025514065200312887                              0.10369654448926136+8.902227936934422E-5j
0.03224590545296395                               0.1036972727411313+1.1249832691343298E-4j
0.040753929658717776                              0.10369843562892248+1.421559424138485E-4j
0.05150678076168125                               0.10370029228760538+1.7961335607729888E-4j
0.0650967523045817                                0.10370325593316074+2.2690279499393236E-4j
0.0822724134170047                                0.10370798433273276+2.86566576026093E-4j
0.103979841848149                                 0.10371552357772221+3.617653353036624E-4j
0.13141473626117567                               0.10372753159407953+4.563884962214689E-4j
0.1660882782627716                                0.10374662446781807+5.751419244820877E-4j
0.20991037201085547                               0.10377690026361873+7.235575123590761E-4j
0.26529484644318974                               0.10382470306825493+9.078125521006588E-4j
0.3352924149249558                                0.10389966972533207+0.0011341476978477577j
0.4237587160604063                                0.10401599619552199+0.0014075223704181135j
0.5355666917706899                                0.10419356378629994+0.0017289831353220484j
0.6768750009458534                                0.1044579366892835+0.0020912316408579277j
0.8554672535565685                                0.10483727708499362+0.0024725617889702796j
1.0811807510766078                                0.10535364609941514+0.0028314469428418997j
1.3664483492953259                                0.10600810741411831+0.0031074861558614253j
1.726983290659436                                 0.1067657150481317+0.003235574806060902j
2.182644728397487                                 0.1075539528072974+0.003172375860272834j
2.7585316176291843                                0.10828363647656344+0.0029191584759081677j
3.4863652276780877                                0.10888120671745319+0.0025220410498266225j
4.406236427773573                                 0.10930923951191647+0.0020504192374369698j
5.568813990945273                                 0.10956585295328151+0.0015728993836879761j
7.038135554931562                                 0.10967341470850392+0.0011448228913273513j
8.895134973108236                                 0.10966923555619892+8.053426990006635E-4j
11.242100350620873                                0.10960043362743288+5.755178817442965E-4j
14.208308325339223                                0.10951732913297517+4.5449174617722104E-4j
17.957144943716408                                0.1094619830270456+4.187837835984696E-4j
22.695105366946706                                0.1094563672409953+4.301653531886923E-4j
28.683168133420118                                0.10949805117972262+4.5060744383163E-4j
36.251170499885355                                0.10956713677648514+4.5657463408436044E-4j
45.81597669054491                                 0.10964081988682087+4.442682281353726E-4j
57.90443980602489                                 0.10970608110908635+4.2300437961835974E-4j
73.18242219076181                                 0.10976222247543226+4.0309448455041016E-4j
92.49147277217335                                 0.10981425598411497+3.885293600729641E-4j
116.89518164985776                                0.10986588874056623+3.781559582817252E-4j
147.73776525985127                                0.10991802078141993+3.699704294235983E-4j
186.71810912919207                                0.10997053588646828+3.628474500792004E-4j
235.98334667821936                                0.11002326598373653+3.560547854687235E-4j
298.2471286216894                                 0.11007586181961275+3.489872725897391E-4j
376.93909753883634                                0.11012782150158709+3.4134601957165297E-4j
476.39380104013406                                0.11017875231532749+3.331211698844748E-4j
602.0894493336137                                 0.11022846992647703+3.2433583445656513E-4j
760.9496685459883                                 0.1102768087665755+3.1483033873414755E-4j
961.7248711152964                                 0.11032330422164292+3.0432704832832275E-4j
1215.4742500762884                                0.11036704145789797+2.9276405930343477E-4j
1536.1749466718297                                0.11040680680191135+2.806597356784374E-4j
1941.4919457438816                                0.11044144338510707+2.6927362315347445E-4j
2453.751106639822                                 0.11047018458402678+2.605243909186415E-4j
3101.168926574782                                 0.11049285145542302+2.567752924402555E-4j
3919.406774847221                                 0.11050989693345223+2.605844063906683E-4j
4953.53520895918                                  0.1105222983142186+2.7448365777061993E-4j
6260.516572014828                                 0.11053131036222173+3.008702840070372E-4j
7912.342618981326                                 0.11053815733061591+3.420847601596431E-4j
10000                                             0.1105437660515493+4.006931757040855E-4j
