% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 28 2023, 16:32
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.11138050200312563+4.4798692180138815E-5j
0.012638482029342977                              0.11138068554420213+5.661717417977852E-5j
0.01597312280060254                               0.1113809786292274+7.155233968867853E-5j
0.02018760254679039                               0.11138144679528593+9.042488900251085E-5j
0.025514065200312887                              0.11138219443465323+1.142704017599028E-4j
0.03224590545296395                               0.11138338830153419+1.443943434865897E-4j
0.040753929658717776                              0.11138529439892764+1.8243987004156606E-4j
0.05150678076168125                               0.11138833685896839+2.304700714250625E-4j
0.0650967523045817                                0.11139319073081047+2.9106499072065623E-4j
0.0822724134170047                                0.11140092917893385+3.67430388070743E-4j
0.103979841848149                                 0.11141325243114383+4.6350765093565026E-4j
0.13141473626117567                               0.11143284195840879+5.840584048067073E-4j
0.1660882782627716                                0.11146389333366791+7.346659276185546E-4j
0.20991037201085547                               0.11151289079863132+9.215368387548951E-4j
0.26529484644318974                               0.11158965912683545+0.0011508857646095317j
0.3352924149249558                                0.11170861084571787+0.0014275370814220655j
0.4237587160604063                                0.11188980132280174+0.0017522285526760683j
0.5355666917706899                                0.11215875973219136+0.0021171559400695672j
0.6768750009458534                                0.1125431528317422+0.002500059937832466j
0.8554672535565685                                0.11306395627396802+0.002859295952840311j
1.0811807510766078                                0.11372102622905944+0.0031354559692489802j
1.3664483492953259                                0.11447935498513499+0.003265542161988268j
1.726983290659436                                 0.11526840970127505+0.0032078885773110903j
2.182644728397487                                 0.11600178033626762+0.002963109381355313j
2.7585316176291843                                0.11660695541832855+0.0025747675924991885j
3.4863652276780877                                0.11704523393570215+0.0021102767893479545j
4.406236427773573                                 0.1173129510123383+0.0016382596692276479j
5.568813990945273                                 0.11743199932903688+0.0012152200570758242j
7.038135554931562                                 0.11744066887426705+8.808556131366095E-4j
8.895134973108236                                 0.11738715193433018+6.551387744170487E-4j
11.242100350620873                                0.11732129336700114+5.35120833099015E-4j
14.208308325339223                                0.11728274544932996+4.96076794318599E-4j
17.957144943716408                                0.11729053872476194+5.008000285145901E-4j
22.695105366946706                                0.11734078463066822+5.142674610128386E-4j
28.683168133420118                                0.11741469816593164+5.161632960094564E-4j
36.251170499885355                                0.11749246486770885+5.040763164755962E-4j
45.81597669054491                                 0.11756380721928095+4.8616316781879577E-4j
57.90443980602489                                 0.11762875234451994+4.703984844581585E-4j
73.18242219076181                                 0.11769129303229256+4.5932599895296165E-4j
92.49147277217335                                 0.11775407279209912+4.5183273667707307E-4j
116.89518164985776                                0.1178178496960575+4.4638728077386983E-4j
147.73776525985127                                0.11788279373885634+4.4185542604924184E-4j
186.71810912919207                                0.11794878488847131+4.371823735436546E-4j
235.98334667821936                                0.11801532024146165+4.3154270887532545E-4j
298.2471286216894                                 0.11808180352559677+4.2451616705207893E-4j
376.93909753883634                                0.11814782283310991+4.158833289401578E-4j
476.39380104013406                                0.11821309890288512+4.052831163552312E-4j
602.0894493336137                                 0.11827711282847138+3.920921828220186E-4j
760.9496685459883                                 0.11833875622427764+3.7572592796872306E-4j
961.7248711152964                                 0.11839636331663171+3.561582698685546E-4j
1215.4742500762884                                0.1184481171725992+3.342620054912981E-4j
1536.1749466718297                                0.11849253579267262+3.1179634420857417E-4j
1941.4919457438816                                0.1185288028667239+2.9116850266389945E-4j
2453.751106639822                                 0.11855692318623955+2.751280824596354E-4j
3101.168926574782                                 0.11857774010193049+2.664301447254911E-4j
3919.406774847221                                 0.11859275178676477+2.675148555014364E-4j
4953.53520895918                                  0.11860373416240322+2.803465510160182E-4j
6260.516572014828                                 0.1186123030146633+3.0652404950399625E-4j
7912.342618981326                                 0.11861958074440633+3.4764933786164806E-4j
10000                                             0.11862609212785769+4.0584219552436743E-4j
