% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 29 2023, 10:07
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.10217999728324863+3.3495519019998695E-5j
0.012638482029342977                              0.10218008338533807+4.233279517211395E-5j
0.01597312280060254                               0.10218022091815487+5.350130593616027E-5j
0.02018760254679039                               0.10218044060582909+6.761566979639637E-5j
0.025514065200312887                              0.10218079144416552+8.545218896199608E-5j
0.03224590545296395                               0.1021813518890968+1.0799101842752713E-4j
0.040753929658717776                              0.10218224678679377+1.3646896095718472E-4j
0.05150678076168125                               0.10218367586849318+1.7244518534495926E-4j
0.0650967523045817                                0.10218595756149441+2.178822553211644E-4j
0.0822724134170047                                0.10218959952119976+2.7524445304319715E-4j
0.103979841848149                                 0.1021954101550327+3.476138505543861E-4j
0.13141473626117567                               0.10220467461288311+4.388206009377785E-4j
0.1660882782627716                                0.10221942970652372+5.535749492918468E-4j
0.20991037201085547                               0.10224288871060207+6.97569615378991E-4j
0.26529484644318974                               0.10228008320164966+8.774837016026396E-4j
0.3352924149249558                                0.10233879835141875+0.0011007487478373018j
0.4237587160604063                                0.10243084890195771+0.0013748152347180338j
0.5355666917706899                                0.10257361092596151+0.0017054735388236575j
0.6768750009458534                                0.10279135080878793+0.0020935870286848753j
0.8554672535565685                                0.10311510545119612+0.002529626188738j
1.0811807510766078                                0.10357868247275935+0.00298628121604335j
1.3664483492953259                                0.10420770863663449+0.00341210779744424j
1.726983290659436                                 0.10500128351696214+0.0037333779795409795j
2.182644728397487                                 0.10591425873496312+0.0038723443448393574j
2.7585316176291843                                0.10685697061532515+0.003779779660082455j
3.4863652276780877                                0.10772224023240332+0.0034613230373374505j
4.406236427773573                                 0.10842430459285685+0.002975409842027937j
5.568813990945273                                 0.1089216500860975+0.0024060228016695175j
7.038135554931562                                 0.1092145286289933+0.001834398416582598j
8.895134973108236                                 0.10933098382716866+0.0013253670376587852j
11.242100350620873                                0.10931620156404188+9.24595265139523E-4j
14.208308325339223                                0.1092268895562065+6.562955385945511E-4j
17.957144943716408                                0.10912344004681512+5.183532937226777E-4j
22.695105366946706                                0.10905591038400046+4.8142704892488843E-4j
28.683168133420118                                0.10904965201391817+4.987464394785449E-4j
36.251170499885355                                0.10910038163577603+5.244866796512982E-4j
45.81597669054491                                 0.10918306560388114+5.310286493193799E-4j
57.90443980602489                                 0.10926988318473681+5.148927167759566E-4j
73.18242219076181                                 0.1093455263424449+4.8817126973301834E-4j
92.49147277217335                                 0.10940981522302756+4.635434913647407E-4j
116.89518164985776                                0.109469202732555+4.455741272549071E-4j
147.73776525985127                                0.10952814670745616+4.325676063985492E-4j
186.71810912919207                                0.10958752955144142+4.22041153941889E-4j
235.98334667821936                                0.10964709089866811+4.127604093229465E-4j
298.2471286216894                                 0.10970663296092686+4.0397564410304926E-4j
376.93909753883634                                0.10976577719648924+3.9504280307638064E-4j
476.39380104013406                                0.10982396152348348+3.856699604495944E-4j
602.0894493336137                                 0.10988075820100451+3.7591506213471257E-4j
760.9496685459883                                 0.10993600679476069+3.658875088099247E-4j
961.7248711152964                                 0.1099896089778025+3.5547942547970726E-4j
1215.4742500762884                                0.110041150675529+3.444069602487056E-4j
1536.1749466718297                                0.11008968626804243+3.325879963654424E-4j
1941.4919457438816                                0.11013388770423901+3.2059001989797096E-4j
2453.751106639822                                 0.11017245793062196+3.098456490367215E-4j
3101.168926574782                                 0.11020453091862424+3.025660315130067E-4j
3919.406774847221                                 0.11022989889969888+3.0148986762038645E-4j
4953.53520895918                                  0.11024904891007575+3.096083430993023E-4j
6260.516572014828                                 0.11026304052567133+3.299408101903845E-4j
7912.342618981326                                 0.11027324468833956+3.6543088439022943E-4j
10000                                             0.11028100683056688+4.1904193209166E-4j
