% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 28 2023, 17:18
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.3992791001110866+2.4710848338259063E-4j
0.012638482029342977                              0.3992807870112328+3.1227336430075033E-4j
0.01597312280060254                               0.39928347634368594+3.945970183881115E-4j
0.02018760254679039                               0.3992877774853722+4.985713405443385E-4j
0.025514065200312887                              0.3992946372937662+6.298374481213899E-4j
0.03224590545296395                               0.39930556819461094+7.954527254395459E-4j
0.040753929658717776                              0.39932298077412226+0.001004192220290261j
0.05150678076168125                               0.3993506745465731+0.0012668585907947263j
0.0650967523045817                                0.39939458020865043+0.0015965363121262612j
0.0822724134170047                                0.3994639055801354+0.0020086533491086166j
0.103979841848149                                 0.3995726392239471+0.0025205892895825773j
0.13141473626117567                               0.39974143294086495+0.0031503907868816474j
0.1660882782627716                                0.3999993510116253+0.003913994521850463j
0.20991037201085547                               0.40038437736224264+0.004820492328630019j
0.26529484644318974                               0.40094052727185797+0.005866024509888529j
0.3352924149249558                                0.401709513232746+0.00702948013594585j
0.4237587160604063                                0.40271881270097837+0.008276102311062428j
0.5355666917706899                                0.4039755809923108+0.00957280853105374j
0.6768750009458534                                0.40547948260782685+0.010906127531081649j
0.8554672535565685                                0.4072528544086929+0.012280098919095232j
1.0811807510766078                                0.40936146377091753+0.01368064599730983j
1.3664483492953259                                0.41189443441016377+0.01502467257973772j
1.726983290659436                                 0.4148978125142658+0.01613607383995827j
2.182644728397487                                 0.41829546506969745+0.016786581793052518j
2.7585316176291843                                0.4218606153181238+0.016800328840533868j
3.4863652276780877                                0.42528399690182944+0.016157508841086663j
4.406236427773573                                 0.428303121075921+0.015011257951201484j
5.568813990945273                                 0.4307952469829278+0.01360533998272156j
7.038135554931562                                 0.4327794359938866+0.012166788087159996j
8.895134973108236                                 0.4343576014130286+0.010844286359891105j
11.242100350620873                                0.43565159393408415+0.009702293260209764j
14.208308325339223                                0.4367646499032241+0.008744012418550747j
17.957144943716408                                0.4377660471153012+0.007939722827178534j
22.695105366946706                                0.4386913713889857+0.007251411407143389j
28.683168133420118                                0.43955345862755557+0.0066491060171352786j
36.251170499885355                                0.44035662885369503+0.006114916148018271j
45.81597669054491                                 0.441104826885553+0.005638169019894595j
57.90443980602489                                 0.44180217481439693+0.0052108771295798885j
73.18242219076181                                 0.442452232160871+0.0048274172353677735j
92.49147277217335                                 0.4430597471037572+0.004484409249327844j
116.89518164985776                                0.4436317495972671+0.004177985852144627j
147.73776525985127                                0.4441752490406735+0.0039012930675184185j
186.71810912919207                                0.44469407938835054+0.003645157732211179j
235.98334667821936                                0.44518763812107787+0.003400995916378747j
298.2471286216894                                 0.4456522056166862+0.0031632691588799246j
376.93909753883634                                0.4460830601352405+0.002930222808358081j
476.39380104013406                                0.44647617727047373+0.002703565400490805j
602.0894493336137                                 0.4468294599047641+0.0024877159027463704j
760.9496685459883                                 0.4471438380991266+0.0022885717436673053j
961.7248711152964                                 0.447423461881589+0.002111928584843611j
1215.4742500762884                                0.4476752788238419+0.0019619641685991057j
1536.1749466718297                                0.44790804322992905+0.001840025990013815j
1941.4919457438816                                0.4481306789078366+0.001743896831645611j
2453.751106639822                                 0.4483504029511598+0.001667934011406939j
3101.168926574782                                 0.44857090928358617+0.001604303785641167j
3919.406774847221                                 0.4487915927546671+0.0015451116564661395j
4953.53520895918                                  0.44900794378200654+0.0014846998875430125j
6260.516572014828                                 0.4492132514290192+0.0014213165045653237j
7912.342618981326                                 0.4494007641461187+0.0013575940824339817j
10000                                             0.44956565337274484+0.0012997598913169173j
