% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 29 2023, 11:01
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.2186554360622525+1.2338629247480955E-4j
0.012638482029342977                              0.21865623036932935+1.559282751888125E-4j
0.01597312280060254                               0.2186574979160807+1.9704289734880496E-4j
0.02018760254679039                               0.2186595220722664+2.489782914408161E-4j
0.025514065200312887                              0.21866275448496064+3.1456180655776696E-4j
0.03224590545296395                               0.2186679096598738+3.9733870554561885E-4j
0.040753929658717776                              0.21867612967032848+5.017333094969142E-4j
0.05150678076168125                               0.21868921802742472+6.332245189197491E-4j
0.0650967523045817                                0.21871002233685388+7.985123691824508E-4j
0.0822724134170047                                0.2187429987370397+0.0010056216858177556j
0.103979841848149                                 0.21879502742328358+0.0012638319290566595j
0.13141473626117567                               0.21887654251062022+0.0015832270190600918j
0.1660882782627716                                0.21900286086753074+0.001973524614959174j
0.20991037201085547                               0.21919538953923168+0.0024417338089130483j
0.26529484644318974                               0.21948174007972573+0.002988317107343792j
0.3352924149249558                                0.21989322497752295+0.0036023535300728038j
0.4237587160604063                                0.22045833813775914+0.004258059051835184j
0.5355666917706899                                0.22119365807215624+0.00491677397780401j
0.6768750009458534                                0.2220984916080314+0.005536210856981287j
0.8554672535565685                                0.2231599132471856+0.006080158060377929j
1.0811807510766078                                0.22436326739489726+0.006516599386861264j
1.3664483492953259                                0.22569093336396753+0.006804754761817725j
1.726983290659436                                 0.22710239648859173+0.006891871634541099j
2.182644728397487                                 0.22851641484467924+0.006737588215464245j
2.7585316176291843                                0.22982523431596008+0.0063512870697165335j
3.4863652276780877                                0.230939790040324+0.005804152997428033j
4.406236427773573                                 0.23182839158026597+0.0051994366358703034j
5.568813990945273                                 0.23251819911790753+0.004626603984738678j
7.038135554931562                                 0.23306653063133242+0.004134051077631269j
8.895134973108236                                 0.2335288253554655+0.003730332627061074j
11.242100350620873                                0.23394133330289751+0.0034021091183488866j
14.208308325339223                                0.23432107173526684+0.003132953418496238j
17.957144943716408                                0.23467571912332574+0.0029127570408716856j
22.695105366946706                                0.2350128829526624+0.0027362218656010774j
28.683168133420118                                0.23534196711561758+0.0025968327951389927j
36.251170499885355                                0.23567011334399837+0.00248427090811312j
45.81597669054491                                 0.23599878495414453+0.002387393504788315j
57.90443980602489                                 0.2363249091765573+0.0022985013640859355j
73.18242219076181                                 0.23664466730009132+0.0022146248014746385j
92.49147277217335                                 0.23695639638898464+0.0021357361445069876j
116.89518164985776                                0.2372611654017781+0.002061969570735381j
147.73776525985127                                0.23756145722982555+0.001991564381154189j
186.71810912919207                                0.23785905774114735+0.0019203935629634498j
235.98334667821936                                0.23815332234562206+0.0018429471015005995j
298.2471286216894                                 0.2384404980426875+0.0017541266736259267j
376.93909753883634                                0.23871426708669968+0.001651133707150636j
476.39380104013406                                0.23896734101482334+0.0015346488162396234j
602.0894493336137                                 0.23919337123104362+0.001408867859475473j
760.9496685459883                                 0.23938842236653465+0.0012807020208948812j
961.7248711152964                                 0.23955206676128757+0.0011584541223221621j
1215.4742500762884                                0.23968775231198458+0.0010500085040385859j
1536.1749466718297                                0.23980213824581914+9.609006328262044E-4j
1941.4919457438816                                0.23990337367637943+8.930020286193205E-4j
2453.751106639822                                 0.23999886521901523+8.444086226677542E-4j
3101.168926574782                                 0.2400933414790993+8.106240527547213E-4j
3919.406774847221                                 0.240187990673462+7.866072384863932E-4j
4953.53520895918                                  0.24028090066148047+7.688587988926609E-4j
6260.516572014828                                 0.24036850365471304+7.567488244625718E-4j
7912.342618981326                                 0.24044728793960554+7.527237734331777E-4j
10000                                             0.2405150584899419+7.615713968739165E-4j
