% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 30 2023, 12:09
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.15482425077928996+1.0421822949603444E-4j
0.012638482029342977                              0.15482449220576816+1.3171486568071887E-4j
0.01597312280060254                               0.15482487839981016+1.664652617429513E-4j
0.02018760254679039                               0.15482549479825114+2.1038210864877602E-4j
0.025514065200312887                              0.15482648012369032+2.658815375273231E-4j
0.03224590545296395                               0.1548280533690123+3.3601470027576645E-4j
0.040753929658717776                              0.15483056603943512+4.246328144143231E-4j
0.05150678076168125                               0.15483457873453693+5.365931887289018E-4j
0.0650967523045817                                0.15484098586730732+6.780144628736636E-4j
0.0822724134170047                                0.15485121367329063+8.565888276719872E-4j
0.103979841848149                                 0.1548675362436591+0.0010819557909287397j
0.13141473626117567                               0.15489356921657388+0.0013661327662890168j
0.1660882782627716                                0.15493505412574524+0.0017239758979605635j
0.20991037201085547                               0.15500106898097585+0.002173597034431144j
0.26529484644318974                               0.15510588351862106+0.0027365662305990413j
0.3352924149249558                                0.15527171100856052+0.003437542273561002j
0.4237587160604063                                0.15553259294459057+0.004302635702694897j
0.5355666917706899                                0.15593938757321596+0.005355258036039059j
0.6768750009458534                                0.15656497288917798+0.006607494455268417j
0.8554672535565685                                0.15750669726669075+0.008044627082575233j
1.0811807510766078                                0.15887942405940983+0.009601899768404436j
1.3664483492953259                                0.16078869893865966+0.01113905163338498j
1.726983290659436                                 0.1632766015341488+0.01243154416295154j
2.182644728397487                                 0.16625414803324487+0.013208784619666842j
2.7585316176291843                                0.1694696423022341+0.013251812883063731j
3.4863652276780877                                0.17256601604092187+0.012503348687089081j
4.406236427773573                                 0.1752105870129697+0.011103406606034955j
5.568813990945273                                 0.17720492328629292+0.00932083076828643j
7.038135554931562                                 0.17850831864895175+0.0074457731558938076j
8.895134973108236                                 0.1791965978413564+0.005718044894084096j
11.242100350620873                                0.17941242286659942+0.004304231379927145j
14.208308325339223                                0.17933234211421437+0.003295393739333646j
17.957144943716408                                0.17914139149656683+0.0027047678129078338j
22.695105366946706                                0.17900131669981756+0.002469272996763699j
28.683168133420118                                0.17901542223273142+0.002469338193158163j
36.251170499885355                                0.17920878588360367+0.002570469556604436j
45.81597669054491                                 0.17953949016569523+0.002669813334733771j
57.90443980602489                                 0.17993667155575996+0.00272291880592933j
73.18242219076181                                 0.18034290816881596+0.0027376125386319155j
92.49147277217335                                 0.18073627739034426+0.002743788404635223j
116.89518164985776                                0.18112399144460634+0.002763353672105357j
147.73776525985127                                0.18152152756142884+0.002799394182853584j
186.71810912919207                                0.18193758623700465+0.002843493537255719j
235.98334667821936                                0.18237271350861137+0.0028866612716803783j
298.2471286216894                                 0.18282470068257653+0.002923353616069784j
376.93909753883634                                0.1832921299092149+0.0029496720537863694j
476.39380104013406                                0.18377443558556436+0.0029608250554333552j
602.0894493336137                                 0.18427019322764465+0.002949754142278472j
760.9496685459883                                 0.18477463435160338+0.0029076056383572912j
961.7248711152964                                 0.18527819587629685+0.002826320856822196j
1215.4742500762884                                0.1857674788871545+0.0027015915527367745j
1536.1749466718297                                0.18622768903582954+0.002534243481591348j
1941.4919457438816                                0.18664477842730023+0.002330124341166846j
2453.751106639822                                 0.18700701997610383+0.0020996209338445286j
3101.168926574782                                 0.18730661215154423+0.0018569466166239819j
3919.406774847221                                 0.18754121588966763+0.001618554865461624j
4953.53520895918                                  0.1877145401865368+0.0014007662562434478j
6260.516572014828                                 0.18783568116451307+0.0012173513688679576j
7912.342618981326                                 0.18791737605231768+0.0010775871028568791j
10000                                             0.18797323526291462+9.852984395845798E-4j
