% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 28 2023, 13:26
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.4035874654666863+2.285669914305134E-4j
0.012638482029342977                              0.4035893751312006+2.88823766057213E-4j
0.01597312280060254                               0.4035924168979323+3.6492810132637187E-4j
0.02018760254679039                               0.40359727763642844+4.610095222675168E-4j
0.025514065200312887                              0.4036050219568478+5.822346725991487E-4j
0.03224590545296395                               0.4036173534081884+7.350285759675075E-4j
0.040753929658717776                              0.4036369632581183+9.273027327436545E-4j
0.05150678076168125                               0.40366803970233933+0.001168643761552315j
0.0650967523045817                                0.4037170853733815+0.0014703647055637151j
0.0822724134170047                                0.403793941894802+0.0018452319400091282j
0.103979841848149                                 0.4039130888981785+0.0023065575717294584j
0.13141473626117567                               0.40409477389351284+0.0028662448904940552j
0.1660882782627716                                0.4043651323472358+0.0035315034040124395j
0.20991037201085547                               0.40475381544978456+0.004300774587840605j
0.26529484644318974                               0.4052876458164687+0.005161344825521093j
0.3352924149249558                                0.405982008265757+0.006093202178029743j
0.4237587160604063                                0.4068372568501714+0.007081788885034642j
0.5355666917706899                                0.40784995006083596+0.008132731097722536j
0.6768750009458534                                0.4090382588372389+0.009271862900336988j
0.8554672535565685                                0.41046371871800513+0.01051973443647958j
1.0811807510766078                                0.41222738185113383+0.011849423032236642j
1.3664483492953259                                0.41443112798160175+0.013150627988244724j
1.726983290659436                                 0.41711124193396304+0.014227068912817368j
2.182644728397487                                 0.42017383861092067+0.01485003330276314j
2.7585316176291843                                0.4233844917233298+0.014860579560094409j
3.4863652276780877                                0.42644575736989315+0.014257861262604999j
4.406236427773573                                 0.42911970939828115+0.013199738608310281j
5.568813990945273                                 0.43130467611852236+0.011917225259469746j
7.038135554931562                                 0.4330271515577734+0.010617386144977176j
8.895134973108236                                 0.43438537604369837+0.009433027781212824j
11.242100350620873                                0.4354941986942693+0.008419628811164653j
14.208308325339223                                0.43645030523411443+0.007574996028163966j
17.957144943716408                                0.4373158703046895+0.006865584559840067j
22.695105366946706                                0.4381182371252906+0.006252399958966489j
28.683168133420118                                0.4388630528362151+0.0057082506300649505j
36.251170499885355                                0.439550555679396+0.005220174297608905j
45.81597669054491                                 0.44018377435285405+0.004782112264536843j
57.90443980602489                                 0.4407677470036066+0.0043890218767620726j
73.18242219076181                                 0.44130735357222073+0.004036207999010359j
92.49147277217335                                 0.44180758790371527+0.003719692365512977j
116.89518164985776                                0.4422738867734318+0.003435040910284011j
147.73776525985127                                0.4427107096056839+0.003176512421134856j
186.71810912919207                                0.44312007913977974+0.002938029079969992j
235.98334667821936                                0.44350169958778735+0.0027149530048184278j
298.2471286216894                                 0.4438541791163699+0.002505069715949653j
376.93909753883634                                0.4441764491679839+0.0023084318984828013j
476.39380104013406                                0.44446852642627716+0.002126690310223614j
602.0894493336137                                 0.4447319709360665+0.001962323098543088j
760.9496685459883                                 0.44496990726969615+0.0018178425764905015j
961.7248711152964                                 0.4451868236614483+0.0016951242258718994j
1215.4742500762884                                0.4453881602593013+0.0015949435148400303j
1536.1749466718297                                0.4455799865211712+0.00151649044020738j
1941.4919457438816                                0.44576816301639616+0.0014569149054891324j
2453.751106639822                                 0.4459572227527767+0.0014112794139734557j
3101.168926574782                                 0.44614906446338964+0.0013733200895746764j
3919.406774847221                                 0.4463423478377208+0.00133695531660101j
4953.53520895918                                  0.44653277625026905+0.0012980330077618217j
6260.516572014828                                 0.44671433901464996+0.0012556346587303286j
7912.342618981326                                 0.4468810314666724+0.0012124969228701245j
10000                                             0.4470283708177224+0.0011744587116110444j
