% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 30 2023, 12:11
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.16484611669642876+1.1131260349816231E-4j
0.012638482029342977                              0.1648463906611208+1.406808150623011E-4j
0.01597312280060254                               0.16484682942617482+1.7779633204165882E-4j
0.02018760254679039                               0.16484752981118023+2.2470179415526466E-4j
0.025514065200312887                              0.1648486486086823+2.839772892600362E-4j
0.03224590545296395                               0.16485043526863807+3.5888063298325127E-4j
0.040753929658717776                              0.16485328864096493+4.535231022789019E-4j
0.05150678076168125                               0.1648578444579562+5.730884082212136E-4j
0.0650967523045817                                0.16486511954388758+7.241031449782462E-4j
0.0822724134170047                                0.16487673132591416+9.147658803147829E-4j
0.103979841848149                                 0.1648952592131879+0.001155337632173545j
0.13141473626117567                               0.16492480185297217+0.0014585843221171636j
0.1660882782627716                                0.1649718572060362+0.001840234493419071j
0.20991037201085547                               0.16504668376205564+0.002319357369922997j
0.26529484644318974                               0.16516535442295754+0.0029184502881956084j
0.3352924149249558                                0.16535277181151012+0.003662805879423519j
0.4237587160604063                                0.1656468114804404+0.004578347104518649j
0.5355666917706899                                0.16610339787263995+0.0056865362483901425j
0.6768750009458534                                0.16680120692670788+0.006994311257534812j
0.8554672535565685                                0.16784230803685846+0.008476951986893497j
1.0811807510766078                                0.16934137406045466+0.010054141476797217j
1.3664483492953259                                0.17139337729240492+0.011567160608880918j
1.726983290659436                                 0.1740157759000318+0.012778474092464666j
2.182644728397487                                 0.17708550980553153+0.013422020580915532j
2.7585316176291843                                0.1803231263979833+0.013306941629705256j
3.4863652276780877                                0.18336737957692417+0.012417517297185173j
4.406236427773573                                 0.18590732292732742+0.010927853776129448j
5.568813990945273                                 0.1877779230254018+0.009120322753473454j
7.038135554931562                                 0.18896856026640269+0.0072806661690505235j
8.895134973108236                                 0.1895768936627417+0.0056347125013668j
11.242100350620873                                0.1897598189469383+0.004329549925529763j
14.208308325339223                                0.18969900912441365+0.0034322115037802962j
17.957144943716408                                0.1895718637189714+0.002931616382545946j
22.695105366946706                                0.18952009066044953+0.002748603441839747j
28.683168133420118                                0.18962221394995804+0.0027627465230724963j
36.251170499885355                                0.18988511173989978+0.0028533384838379016j
45.81597669054491                                 0.19026293774661962+0.002937079118016846j
57.90443980602489                                 0.1906936969212696+0.0029833173299028213j
73.18242219076181                                 0.19113238423112225+0.003002153780332064j
92.49147277217335                                 0.19156411330550696+0.00301777048225363j
116.89518164985776                                0.1919961301559546+0.0030460000431797043j
147.73776525985127                                0.19244107237376692+0.003087449308373178j
186.71810912919207                                0.19290552224342167+0.0031337860783933083j
235.98334667821936                                0.19338915567468498+0.0031767100135381868j
298.2471286216894                                 0.1938897337988682+0.003211222146415689j
376.93909753883634                                0.19440641382912194+0.0032333551301629445j
476.39380104013406                                0.1949391406054808+0.0032371147217413096j
602.0894493336137                                 0.195485805033775+0.003213391345557418j
760.9496685459883                                 0.19603927778515332+0.0031516886984296953j
961.7248711152964                                 0.1965866581433109+0.0030439214182288194j
1215.4742500762884                                0.19711154967559077+0.0028876147459712923j
1536.1749466718297                                0.1975974318411384+0.002686660872532259j
1941.4919457438816                                0.19803012398553246+0.002450389444473395j
2453.751106639822                                 0.19839933516974445+0.0021923759982627926j
3101.168926574782                                 0.19870002643018764+0.001928993989713957j
3919.406774847221                                 0.1989332149071598+0.0016772703931125495j
4953.53520895918                                  0.19910565774792596+0.0014524908829226244j
6260.516572014828                                 0.19922844488689537+0.0012662485525717217j
7912.342618981326                                 0.19931488738157369+0.0011252339829486233j
10000                                             0.19937781762342113+0.0010310984351960262j
