% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 23 2023, 11:08
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.37140295992217165+1.5483073819442858E-4j
0.012638482029342977                              0.37140436637863833+1.9563330079434404E-4j
0.01597312280060254                               0.37140660557535177+2.471515400526403E-4j
0.02018760254679039                               0.37141017836917195+3.12162184877845E-4j
0.025514065200312887                              0.37141586523091086+3.9412376994028695E-4j
0.03224590545296395                               0.37142489558218433+4.973066305216406E-4j
0.040753929658717776                              0.3714392017592959+6.269095972680726E-4j
0.05150678076168125                               0.3714617345326703+7.891197853884625E-4j
0.0650967523045817                                0.37149694633165875+9.9103378157459E-4j
0.0822724134170047                                0.37155131213774467+0.0012403117743997637j
0.103979841848149                                 0.3716337227314293+0.0015444192655808258j
0.13141473626117567                               0.37175535966218387+0.0019094338236390535j
0.1660882782627716                                0.3719284714446749+0.00233885455304286j
0.20991037201085547                               0.37216382019969113+0.0028336929319782403j
0.26529484644318974                               0.37246824468443984+0.0033955667097856964j
0.3352924149249558                                0.37284600535772733+0.004032725107931161j
0.4237587160604063                                0.37330691321687687+0.0047645866605711545j
0.5355666917706899                                0.3738790158919208+0.005618096237714192j
0.6768750009458534                                0.3746181428509788+0.00661330390922631j
0.8554672535565685                                0.37560713001100254+0.007741592889190227j
1.0811807510766078                                0.3769402869784154+0.008942524450887099j
1.3664483492953259                                0.3786892859918774+0.01008869421377628j
1.726983290659436                                 0.38085326158348454+0.0109961455505653j
2.182644728397487                                 0.38331718502386586+0.01147782165571804j
2.7585316176291843                                0.3858609862813413+0.011427752138279759j
3.4863652276780877                                0.3882368311824413+0.010879223898867897j
4.406236427773573                                 0.39026676392018367+0.009985807638819507j
5.568813990945273                                 0.3918906693461827+0.008943134416352238j
7.038135554931562                                 0.39314790698529045+0.007914464115927777j
8.895134973108236                                 0.394128467013394+0.0069970876319276985j
11.242100350620873                                0.3949287784385897+0.006224133251499337j
14.208308325339223                                0.3956243019925451+0.005583502093972804j
17.957144943716408                                0.39625837325724994+0.0050420936592864285j
22.695105366946706                                0.3968457108116437+0.004567843992972219j
28.683168133420118                                0.39738613311660986+0.004141775340480599j
36.251170499885355                                0.3978783237400429+0.0037569512565783277j
45.81597669054491                                 0.39832500984472363+0.0034109512527584597j
57.90443980602489                                 0.3987311259558728+0.0031009782421131987j
73.18242219076181                                 0.39910130486154505+0.0028235911638454718j
92.49147277217335                                 0.39943958785494166+0.002575516770961877j
116.89518164985776                                0.3997496553478943+0.002353565267229491j
147.73776525985127                                0.4000345124551045+0.0021545279969535395j
186.71810912919207                                0.40029619804142724+0.001975614249091529j
235.98334667821936                                0.40053621127764566+0.0018149087373779409j
298.2471286216894                                 0.4007559906032969+0.0016713938762900821j
376.93909753883634                                0.4009573049862377+0.0015446337321243521j
476.39380104013406                                0.4011423789382166+0.0014344022639007552j
602.0894493336137                                 0.4013136818722191+0.0013404112768458628j
760.9496685459883                                 0.4014738378551211+0.001262186823617338j
961.7248711152964                                 0.401625483512395+0.0011991212942997845j
1215.4742500762884                                0.40177137268860164+0.0011504978277999344j
1536.1749466718297                                0.40191454017730793+0.0011152167058681973j
1941.4919457438816                                0.40205809158608596+0.0010912696163293812j
2453.751106639822                                 0.4022044486908921+0.0010754286779360842j
3101.168926574782                                 0.40235440789032384+0.0010635876218853687j
3919.406774847221                                 0.4025065135925404+0.0010517880974606315j
4953.53520895918                                  0.4026571704007391+0.0010375244217788466j
6260.516572014828                                 0.40280152966663335+0.001020752440299195j
7912.342618981326                                 0.4029346946131244+0.0010042740077658488j
10000                                             0.40305289445655545+9.934259258622764E-4j
