% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 23 2023, 10:47
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.22070265510303572+7.491632530990161E-5j
0.012638482029342977                              0.22070342272782364+9.4655906629266E-5j
0.01597312280060254                               0.2207046492447868+1.1957635291548765E-4j
0.02018760254679039                               0.2207066032622517+1.5101693551613517E-4j
0.025514065200312887                              0.22070971448208984+1.9064243539124637E-4j
0.03224590545296395                               0.22071465618133373+2.4050161869082205E-4j
0.040753929658717776                              0.2207224825329728+3.0307501817258885E-4j
0.05150678076168125                               0.2207348129993912+3.8128688151429146E-4j
0.0650967523045817                                0.22075409292675446+4.7843423999965483E-4j
0.0822724134170047                                0.2207838735298418+5.97959283920995E-4j
0.103979841848149                                 0.22082904501123163+7.429763627575659E-4j
0.13141473626117567                               0.22089576664485153+9.155252333600138E-4j
0.1660882782627716                                0.22099075704673624+0.0011157677758909575j
0.20991037201085547                               0.2211197750244836+0.001341820191016453j
0.26529484644318974                               0.2212859649087527+0.001591229630775682j
0.3352924149249558                                0.22149005867591046+0.0018642145659521693j
0.4237587160604063                                0.22173426194503856+0.0021663567104698903j
0.5355666917706899                                0.22202865083992848+0.002506939008619366j
0.6768750009458534                                0.22239555459618668+0.002891433207641925j
0.8554672535565685                                0.222867585193267+0.003310680929115134j
1.0811807510766078                                0.2234773616014343+0.0037315313349515866j
1.3664483492953259                                0.22423961532713552+0.004095162874452462j
1.726983290659436                                 0.22513181430087642+0.004330254600646421j
2.182644728397487                                 0.22608770632682357+0.004381765291389327j
2.7585316176291843                                0.2270164282932133+0.004239745251702095j
3.4863652276780877                                0.22783889807140262+0.003944783957106793j
4.406236427773573                                 0.2285148851853963+0.0035656115945745287j
5.568813990945273                                 0.22904502376346483+0.0031690219735161554j
7.038135554931562                                 0.22945583915597467+0.002801674550445697j
8.895134973108236                                 0.22978286918510113+0.0024863252933894947j
11.242100350620873                                0.23005865211071716+0.0022259992618918678j
14.208308325339223                                0.23030586662479727+0.0020113899695849945j
17.957144943716408                                0.23053552970687977+0.0018293649609059414j
22.695105366946706                                0.23075022149518706+0.0016697116372240625j
28.683168133420118                                0.23094964245432045+0.0015271701734633398j
36.251170499885355                                0.23113414675676613+0.0013994071568019131j
45.81597669054491                                 0.23130493063485918+0.00128466358567967j
57.90443980602489                                 0.23146311327261668+0.0011812429000360389j
73.18242219076181                                 0.2316096152644842+0.0010878672742103976j
92.49147277217335                                 0.2317455402180865+0.001003548431699845j
116.89518164985776                                0.23187207170050617+9.271323341382776E-4j
147.73776525985127                                0.2319900115766123+8.572448479913753E-4j
186.71810912919207                                0.23209954939465766+7.927008529351055E-4j
235.98334667821936                                0.23220047178718878+7.32916728660649E-4j
298.2471286216894                                 0.2322925944738857+6.7799252435471E-4j
376.93909753883634                                0.2323760845734169+6.28516426532114E-4j
476.39380104013406                                0.2324515545692117+5.852987840877863E-4j
602.0894493336137                                 0.23252004633000153+5.491467155791411E-4j
760.9496685459883                                 0.23258293460881316+5.207138201980877E-4j
961.7248711152964                                 0.23264183061519272+5.004381888274145E-4j
1215.4742500762884                                0.23269855475087664+4.884771092571929E-4j
1536.1749466718297                                0.2327550554769535+4.845390741745725E-4j
1941.4919457438816                                0.2328131443621002+4.876915450930681E-4j
2453.751106639822                                 0.23287403811895294+4.963845329594488E-4j
3101.168926574782                                 0.23293787734024377+5.088360058418419E-4j
3919.406774847221                                 0.2330035583198623+5.236953636425899E-4j
4953.53520895918                                  0.2330689985465285+5.407211537593348E-4j
6260.516572014828                                 0.23313162791996933+5.612271903120438E-4j
7912.342618981326                                 0.23318904681677724+5.882043076644007E-4j
10000                                             0.23323949984128808+6.2614981710972E-4j
