% Model:              modelJ.mph
% Versjon:            COMSOL 6.0.0.405
% Date:               Aug 30 2023, 14:49
% Table:              Tabelle 1 - sjgma_eff ((dflux.u21-dflux.u22)*2*pj/(pj*L^2)/E0/(2*mu*c0))
% w                                               Normaljzed effectjve conductjvjty
0.01                                              0.15481739343985232+1.0562555683443127E-4j
0.012638482029342977                              0.15481760279739554+1.3349383177677524E-4j
0.01597312280060254                               0.15481793773638033+1.6871424695038862E-4j
0.02018760254679039                               0.15481847269078988+2.1322578153380202E-4j
0.025514065200312887                              0.15481932666869355+2.694781241680429E-4j
0.03224590545296395                               0.1548206906662628+3.4056552034850574E-4j
0.040753929658717776                              0.15482286921934554+4.3039501709792857E-4j
0.05150678076168125                               0.1548263491920883+5.438972417084495E-4j
0.0650967523045817                                0.1548319056393398+6.872890545012407E-4j
0.0822724134170047                                0.15484077804213245+8.683979697410323E-4j
0.103979841848149                                 0.1548549409202558+0.0010970569797059274j
0.13141473626117567                               0.15487754147799956+0.0013855730445471457j
0.1660882782627716                                0.15491358437613556+0.001749257928560612j
0.20991037201085547                               0.15497101125202+0.002206976737267625j
0.26529484644318974                               0.15506236999461126+0.0027815981612418065j
0.3352924149249558                                0.15520735964032922+0.0035000860362416107j
0.4237587160604063                                0.1554365737591482+0.004392693710387849j
0.5355666917706899                                0.15579669726668857+0.005490222538863183j
0.6768750009458534                                0.15635692063448245+0.0068175132101533625j
0.8554672535565685                                0.15721483540815773+0.00838040594289698j
1.0811807510766078                                0.15849672861981745+0.01014331865672718j
1.3664483492953259                                0.16034185742618182+0.011998198346863354j
1.726983290659436                                 0.16285717991604665+0.013737278991005505j
2.182644728397487                                 0.16604058618673984+0.015060611371384678j
2.7585316176291843                                0.16970766855661687+0.01565303347015969j
3.4863652276780877                                0.17349329770040972+0.015319314492878367j
4.406236427773573                                 0.17696594119721754+0.014089878217127384j
5.568813990945273                                 0.17978716875008977+0.012207421120050192j
7.038135554931562                                 0.18180165396736758+0.010012379040522369j
8.895134973108236                                 0.1830234541737739+0.007826698506904954j
11.242100350620873                                0.18357525611715164+0.0058978935035636885j
14.208308325339223                                0.18363901590913315+0.004389800181425277j
17.957144943716408                                0.18342810911302077+0.0033817910437207023j
22.695105366946706                                0.18315969280142938+0.002861566580128451j
28.683168133420118                                0.18301240542342265+0.0027270575276301143j
36.251170499885355                                0.18308267943425227+0.0028180180670527807j
45.81597669054491                                 0.1833685140252111+0.0029738246251448026j
57.90443980602489                                 0.1837953532789841+0.003089147144842338j
73.18242219076181                                 0.18427108644011597+0.0031367825204253108j
92.49147277217335                                 0.1847370184714181+0.0031464857816768947j
116.89518164985776                                0.1851838677025672+0.003159340049197538j
147.73776525985127                                0.18563087390486568+0.003194251481415841j
186.71810912919207                                0.18609613417340415+0.003246141062455476j
235.98334667821936                                0.186584835914146+0.003302636233147476j
298.2471286216894                                 0.1870950772215899+0.0033553284470804316j
376.93909753883634                                0.1876249780690515+0.0033993064833131277j
476.39380104013406                                0.1881739397323592+0.0034295115449769096j
602.0894493336137                                 0.18874113249946944+0.0034388318925163103j
760.9496685459883                                 0.18932318955634564+0.003417865751849427j
961.7248711152964                                 0.18991217443609992+0.0033567008880162827j
1215.4742500762884                                0.1904954928785615+0.003247805731445542j
1536.1749466718297                                0.19105757111515428+0.0030880420935601952j
1941.4919457438816                                0.19158174708594655+0.0028793713588170368j
2453.751106639822                                 0.19205186615019504+0.002629203853070672j
3101.168926574782                                 0.192454294038346+0.002350624782331794j
3919.406774847221                                 0.19278046864169573+0.0020615664457730373j
4953.53520895918                                  0.19302892455126838+0.0017824868216176424j
6260.516572014828                                 0.19320591405868745+0.0015332036797698527j
7912.342618981326                                 0.19332444113110067+0.0013295983101767493j
10000                                             0.19340145576694764+0.0011809331426499148j
