% Model:              quartz_bsm.mph
% Version:            COMSOL 6.0.0.405
% Date:               Dec 1 2023, 11:20
% Table:              Tabelle 3 - Punktauswertung 1
% c0                     Phib (1), Punkt: 2       Qb, Punkt: 2             Q0, Punkt: 2
1.0E-4                   -0.03631936539712782     1.4512067511512775E-6    -9.196462447331822E-4
1.2589254117941674E-4    -0.03473241502838916     1.8255388259487854E-6    -9.800542267519156E-4
1.5848931924611142E-4    -0.033171397770806174    2.2963367888681435E-6    -0.001043547899566883
1.9952623149688788E-4    -0.031637913277560124    2.888434548914404E-6     -0.0011101777892094818
2.5118864315095795E-4    -0.03013306804011799     3.6330538963466864E-6    -0.0011800106145826888
3.1622776601683794E-4    -0.02865992528951341     4.5694392501341485E-6    -0.0012530141183801776
3.9810717055349735E-4    -0.027219084396413074    5.746929891639476E-6     -0.0013292648607114968
5.011872336272725E-4     -0.02581236631922448     7.227542626460959E-6     -0.001408779416184685
6.30957344480193E-4      -0.02444151507791882     9.089229349375262E-6     -0.0014915759716916167
7.943282347242813E-4     -0.023108211745850468    1.14299663655502E-5      -0.001577678445520908
0.001                    -0.02181407545259628     1.4372890809669072E-5    -0.0016671225688795832
0.0012589254117941675    -0.02056064815457023     1.807275107527281E-5     -0.0017599647094203742
0.001584893192461114     -0.019349377066811526    2.272400515960371E-5     -0.0018562931253883002
0.001995262314968879     -0.018181589865948807    2.8570984677045453E-5    -0.0019562424936668365
0.002511886431509582     -0.01705846904631159     3.5920646007362534E-5    -0.002060011863020114
0.0031622776601683794    -0.01598102649200265     4.515855859758009E-5     -0.0021678865529841614
0.003981071705534973     -0.01495007922677562     5.676893888839605E-5     -0.0022802646218500846
0.005011872336272725     -0.013966068573063832    7.135976171988008E-5     -0.002397704237516142
0.00630957344480193      -0.013029747143510836    8.96940078858064E-5      -0.0025208928659023787
0.00794328234724282      -0.012140965378169733    1.1272904454330486E-4    -0.002650808602146492
0.01                     -0.01129958781930816     1.4166535252734563E-4    -0.002788685947708693
0.012589254117941675     -0.010505206452756616    1.7800738413468897E-4    -0.002936107197609227
0.01584893192461114      -0.009757144085648725    2.2363907419176602E-4    -0.003095080236527708
0.01995262314968881      -0.009054462844687252    2.809173014108992E-4     -0.0032681321468502095
0.025118864315095822     -0.008395978066309965    3.527871214562527E-4     -0.0034584220049877724
0.03162277660168379      -0.0077802774393262945   4.4292315627234366E-4    -0.00366987686395534
0.039810717055349734     -0.007205744998495015    5.559020187341724E-4     -0.003907355491514644
0.05011872336272725      -0.0066705892892554505   6.97410958633594E-4      -0.004176844865811321
0.06309573444801936      -0.006172874937070273    8.744978452609231E-4     -0.004485694532683196
0.07943282347242822      -0.005710556799732639    0.00109586686372891      -0.004842893466769168
0.1                      -0.005281516006909316    0.0013722224776023988    -0.005259392674693986
