% Model:              quartz_bsm.mph
% Version:            COMSOL 6.0.0.405
% Date:               Dec 1 2023, 11:20
% Table:              Tabelle 3 - Punktauswertung 1
% c0                     Phib (1), Punkt: 2       Qb, Punkt: 2             Q0, Punkt: 2
1.0E-4                   -0.0408068043290482      1.9901935943667677E-6    -0.001056344508759166
1.2589254117941674E-4    -0.039158626744838665    2.503178956605557E-6     -0.0011283570648610492
1.5848931924611142E-4    -0.037532269214663586    3.14822504985515E-6      -0.0012044501621637903
1.9952623149688788E-4    -0.035929426228682226    3.95927978293173E-6      -0.0012847416148326042
2.5118864315095795E-4    -0.03435172900900813     4.979003939053688E-6     -0.0013693479979119058
3.1622776601683794E-4    -0.03280080036623128     6.26100350153008E-6      -0.0014583834759105273
3.9810717055349735E-4    -0.03127828541556016     7.872632746528206E-6     -0.0015519597559577273
5.011872336272725E-4     -0.029785424578461277    9.89851783903279E-6      -0.0016502166331332428
6.30957344480193E-4      -0.028325080953477733    1.2444955815870221E-5    -0.0017531908224805157
7.943282347242813E-4     -0.026898062887805912    1.564549285375431E-5     -0.0018610621259983915
0.001                    -0.025506189533141967    1.966785680593584E-5     -0.001973960582341712
0.0012589254117941675    -0.024151198106873342    2.4722694422273337E-5    -0.0020920446620963
0.001584893192461114     -0.02283475139402198     3.107451852319385E-5     -0.0022155131327354144
0.001995262314968879     -0.02155843339745182     3.9055430073046875E-5    -0.002344620865959734
0.002511886431509582     -0.020323729911545546    4.908230933513431E-5     -0.0024796999094273933
0.0031622776601683794    -0.01913200791342145     6.167833747106138E-5     -0.0026211856618850215
0.003981071705534973     -0.01798448854496847     7.749991625016021E-5     -0.0027696497274186313
0.005011872336272725     -0.016882220040411122    9.737030256398207E-5     -0.002925840112562762
0.00630957344480193      -0.01582605165019497     1.2232157497387106E-4    -0.003090730056504245
0.00794328234724282      -0.014816609522635261    1.5364690670173308E-4    -0.0032655770484168118
0.01                     -0.013854275589460485    1.9296553735803951E-4    -0.0034519938906168316
0.012589254117941675     -0.012939069947095315    2.423034103585431E-4     -0.003652049056665942
0.01584893192461114      -0.01207108453755837     3.041922758647102E-4     -0.0038683029090090205
0.01995262314968881      -0.011249724098951917    3.8179277118541603E-4    -0.004104040643937194
0.025118864315095822     -0.010474284551540997    4.7904382601086877E-4    -0.00436333470123153
0.03162277660168379      -0.009743785438952945    6.008450111147201E-4     -0.0046512436652986254
0.039810717055349734     -0.009056984837299022    7.532762822057796E-4     -0.0049740186637793945
0.05011872336272725      -0.008412400387905456    9.438601573862615E-4     -0.005339346515785252
0.06309573444801936      -0.007808336393717688    0.0011818702536749903    -0.005756633244350416
0.07943282347242822      -0.007242916704118312    0.0014786879135549452    -0.006237329859858609
0.1                      -0.006714123113587906    0.0018482046617853075    -0.006795299093353448
