% Model:              quartz_bsm.mph
% Version:            COMSOL 6.0.0.405
% Date:               Dec 1 2023, 11:33
% Table:              Tabelle 3 - Punktauswertung 1
% c0                     Phib (1), Punkt: 2       Qb, Punkt: 2             Q0, Punkt: 2
1.0E-4                   -0.0957225491493654      6.314754825235726E-5     -0.0038743481556485675
1.2589254117941674E-4    -0.09376944057609239     7.917942746780855E-5     -0.004185603270139711
1.5848931924611142E-4    -0.0918156149527329      9.924794999308434E-5     -0.004523120522209655
1.9952623149688788E-4    -0.08986132796747093     1.243568256075363E-4     -0.00488940999843375
2.5118864315095795E-4    -0.08790219534393018     1.5575562707056603E-4    -0.00528827749900403
3.1622776601683794E-4    -0.0859498578095075      1.9499205465714617E-4    -0.005720535349464991
3.9810717055349735E-4    -0.0839953796737119      2.439914750835117E-4     -0.006191711376581777
5.011872336272725E-4     -0.08203949242219225     3.051353906819144E-4     -0.006705914201037587
6.30957344480193E-4      -0.08008248043020014     3.813668649542645E-4     -0.007267936422385932
7.943282347242813E-4     -0.07812429852375866     4.7631472209359144E-4    -0.007883357830727019
0.001                    -0.07616016119093141     5.944487948534185E-4     -0.00856018655820646
0.0012589254117941675    -0.07420134822213571     7.412220728529558E-4     -0.009302027636440825
0.001584893192461114     -0.07223850536453498     9.233291486821282E-4     -0.01012045084103558
0.001995262314968879     -0.07027163899711902     0.0011488980716495333    -0.01102536416481235
0.002511886431509582     -0.06830021131406964     0.0014277655241618757    -0.01202834479128571
0.0031622776601683794    -0.06632322901903163     0.0017717659973207356    -0.013142843692248236
0.003981071705534973     -0.06433931199178725     0.0021950389074656745    -0.014384385830095124
0.005011872336272725     -0.06234332128062523     0.002714381600399565     -0.015772762238677296
0.00630957344480193      -0.060341977454016066    0.0033493593004653467    -0.01732309600407437
0.00794328234724282      -0.05832665892529519     0.004122860651233409     -0.019061610041499623
0.01                     -0.05629530574363738     0.005061029985241604     -0.021013234131923526
0.012589254117941675     -0.05424548136517242     0.00619336650790225      -0.023205280336915424
0.01584893192461114      -0.05217457185602151     0.007552581361749972     -0.025667069491023122
0.01995262314968881      -0.050080010747221154    0.00917423543136494      -0.028429341453308842
0.025118864315095822     -0.04795954058814162     0.011096130681986218     -0.03152343424717484
0.03162277660168379      -0.04581150564408905     0.013357454996268205     -0.034980254111417766
0.039810717055349734     -0.04363517016903588     0.015997716630859693     -0.03882908868806136
0.05011872336272725      -0.04143104076132404     0.01905554417413413      -0.04309635948785106
0.06309573444801936      -0.039201174660861655    0.02256745954306403      -0.04780442755041842
0.07943282347242822      -0.03694944050158742     0.026566747121210207     -0.05297058968142389
0.1                      -0.03468170675914226     0.03108253080446978      -0.05860638308193257
