01	5
02	5.13793
03	5.27586
04	5.41379
05	5.55172
06	5.68966
07	5.82759
08	5.96552
09	6.10345
10	6.24138
11	6.37931
12	6.51724
13	6.65517
14	6.7931
15	6.93103
16	7.06897
17	7.2069
18	7.34483
19	7.48276
20	7.62069
21	7.75862
22	7.89655
23	8.03448
24	8.17241
25	8.31034
26	8.44828
27	8.58621
28	8.72414
29	8.86207
30	9
