% Model:              quartz_bsm.mph
% Version:            COMSOL 6.0.0.405
% Date:               Dec 1 2023, 11:44
% Table:              Tabelle 3 - Punktauswertung 1
% c0                     Phib (1), Punkt: 2       Qb, Punkt: 2             Q0, Punkt: 2
1.0E-4                   -0.16674513841643052     0.004362102617457241     -0.020226636517666617
1.2589254117941674E-4    -0.16437316770046423     0.005344445729268318     -0.022325920249478378
1.5848931924611142E-4    -0.16194724450782966     0.006526106708630768     -0.02468402833764536
1.9952623149688788E-4    -0.1594611834878823      0.007939148827830676     -0.027331818927709074
2.5118864315095795E-4    -0.15690839612870405     0.009617847020861311     -0.0303015371761786
3.1622776601683794E-4    -0.15427415597716798     0.01159839468671191      -0.033634377914294224
3.9810717055349735E-4    -0.15157152048414782     0.013915623352312143     -0.037342070904133426
5.011872336272725E-4     -0.1487809959117175      0.016605357727980347     -0.04146834419403082
6.30957344480193E-4      -0.14589768024086427     0.019700383344071832     -0.04604009037011291
7.943282347242813E-4     -0.14291744081863705     0.023229795889144617     -0.05108002518349888
0.001                    -0.13983718997448777     0.027217776794002186     -0.056605677083194444
0.0012589254117941675    -0.13665510406324358     0.031682650303429996     -0.06262866164601717
0.001584893192461114     -0.13337074341526195     0.03663630908647272      -0.06915432832449724
0.001995262314968879     -0.1299759291646124      0.042086175820828325     -0.07619798743479422
0.002511886431509582     -0.12649587364560097     0.04802592988489054      -0.08371274922475176
0.0031622776601683794    -0.12291841851709358     0.05445205395018484      -0.09171357923179778
0.003981071705534973     -0.11924877183135461     0.0613525773360393       -0.10018355629151357
0.005011872336272725     -0.11549303164360152     0.06871133834272486      -0.10910207794041697
0.00630957344480193      -0.11165801600529682     0.07650899974102766      -0.11844584509536805
0.00794328234724282      -0.10775089480057459     0.08472402117574236      -0.12819010612552853
0.01                     -0.10377904730439662     0.0933335563261297       -0.1383095044279444
0.012589254117941675     -0.0997427913637081      0.10231678923602086      -0.14879564597629222
0.01584893192461114      -0.0956682134963338      0.11164413973036752      -0.15958062848595872
0.01995262314968881      -0.09155182185045417     0.12129700575582707      -0.17066610621908415
0.025118864315095822     -0.08740173391994317     0.1312540032036056       -0.1820283523803099
0.03162277660168379      -0.08322693427387215     0.14149503831139734      -0.19364283321757947
0.039810717055349734     -0.07903700686117889     0.15200178192926164      -0.20548495648679674
0.05011872336272725      -0.0748415079142412      0.16275822335179305      -0.2175318485302996
0.06309573444801936      -0.07064936165203865     0.17375097760646743      -0.22976400100761654
0.07943282347242822      -0.06647307321546396     0.18496905846978975      -0.24215557067431306
0.1                      -0.062321488042634876    0.1964048211940707       -0.25469160811290587
