% Model:              montmorillonite_bsm.mph
% Version:            COMSOL 6.0.0.405
% Date:               Mar 19 2024, 16:51
% Table:              Tabelle 3 - Punktauswertung 1
% c0                     phib (1), Punkt: 2       Qb, Punkt: 2             fQ, Punkt: 2
0.001                    -0.1520845402054382      0.11249600874653691      0.7499733916435792
0.0011721022975334804    -0.14812174670013306     0.1124746268579741       0.7498308457198273
0.0013738237958832624    -0.14416883612444853     0.11245811165360708      0.7497207443573805
0.0016102620275609393    -0.14020969143191261     0.11242808216383636      0.749520547758909
0.0018873918221350976    -0.13626186271227048     0.11240361381464052      0.7493574254309368
0.00221221629107045      -0.1323202960325184      0.11237859143875237      0.7491906095916823
0.002592943797404667     -0.12838560995650017     0.11235318879905727      0.7490212586603817
0.0030391953823131978    -0.12445854279772513     0.11232768669996798      0.7488512446664531
0.003562247890262444     -0.12053991376199805     0.11230242971653055      0.7486828647768702
0.0041753189365604       -0.11663062463378131     0.11227782827398564      0.7485188551599041
0.004893900918477494     -0.11273171187522037     0.11225441725345657      0.7483627816897104
0.005736152510448681     -0.1088442963092131      0.11223280046801047      0.7482186697867365
0.006723357536499335     -0.10496964057119355     0.11221371568149609      0.7480914378766405
0.007880462815669913     -0.10110917079798176     0.11219805991702314      0.7479870661134875
0.009236708571873866     -0.0972644653972571      0.11218687805386361      0.7479125203590906
0.010826367338740546     -0.09343730662068743     0.11218142164042534      0.7478761442695022
0.01268961003167922      -0.08962968785264053     0.11218315802100422      0.747887720140028
0.01487352107293511      -0.08584435595020176     0.11219437744559         0.7479625163039332
0.017433288221999882     -0.08208256126725881     0.11221567628397142      0.7481045085598093
0.020433597178569417     -0.07834763083929171     0.1122499526430706       0.7483330176204706
0.02395026619987486      -0.07464319062463723     0.11230041328310995      0.7486694218873996
0.02807216203941177      -0.07097241712390115     0.1123697318496778       0.7491315456645186
0.03290344562312668      -0.06733896705334674     0.11246107928882208      0.749740528592147
0.03856620421163472      -0.06374726697663012     0.1125784312218089       0.7505228748120593
0.04520353656360243      -0.060202214840786306    0.11272621222066145      0.7515080814710762
0.05298316906283707      -0.056708192863493656    0.11290817493930139      0.7527211662620091
0.06210169418915616      -0.05327152623089285     0.11313008483045614      0.7542005655363742
0.0727895384398315       -0.049898122407746964    0.11339705188345142      0.7559803458896761
0.08531678524172806      -0.0465945161069154      0.11371462285247841      0.7580974856831892
0.1                      -0.043368048466594075    0.11408888710569719      0.7605925807046477
