01	-0.1
02	-0.10172414
03	-0.10344828
04	-0.10517241
05	-0.10689655
06	-0.10862069
07	-0.11034483
08	-0.11206897
09	-0.1137931
10	-0.11551724
11	-0.11724138
12	-0.11896552
13	-0.12068966
14	-0.12241379
15	-0.12413793
16	-0.12586207
17	-0.12758621
18	-0.12931034
19	-0.13103448
20	-0.13275862
21	-0.13448276
22	-0.1362069
23	-0.13793103
24	-0.13965517
25	-0.14137931
26	-0.14310345
27	-0.14482759
28	-0.14655172
29	-0.14827586
30	-0.15
